county,latitude,longitude,crop_name,soil_pH,nitrogen,phosphorus,potassium,organic_carbon,calcium,magnesium,target_fertilizer,rich_advice_text
Uasin Gishu,0.5143,35.2697,Maize,4.98,0.17,40.0,0.42,1.64,2.3,3.43,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.96,0.16,25.0,0.56,1.59,2.1,3.74,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.16,20.0,0.46,1.6,2.5,3.88,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.15,0.2,25.0,1.02,2.03,3.5,5.5,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.35,0.2,20.0,1.08,2.01,3.9,5.34,DAP,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.07,0.21,20.0,0.96,2.02,3.7,5.27,DAP,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.32,0.29,30.0,1.18,2.84,3.9,5.4,DAP,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.21,0.21,20.0,1.02,2.11,3.3,5.33,DAP,"The soil pH is satisfactory for crops' growth. Acidifying fertilizer like DAP should be avoided. Phosphorus is deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of single superphoshate (SSP). When maize is about a knee high, top dress with 50 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.28,0.2,20.0,1.04,1.94,3.9,5.46,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.03,0.16,20.0,1.3,1.55,3.9,4.77,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.89,0.17,25.0,0.92,1.67,3.5,4.32,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.31,0.17,25.0,1.2,1.69,3.9,4.82,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.98,0.18,15.0,0.98,1.78,3.1,3.95,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.16,20.0,1.0,1.6,3.5,7.23,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.89,0.16,25.0,0.8,1.54,3.1,5.7,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.95,0.15,20.0,0.9,1.47,3.1,4.7,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.3,0.17,20.0,1.12,1.7,3.9,5.14,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.05,0.16,25.0,0.78,1.55,3.3,4.74,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.33,0.17,25.0,1.24,1.68,3.7,5.45,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.13,0.16,25.0,1.0,1.52,3.5,5.39,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.0,0.16,15.0,1.0,1.61,3.1,4.57,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.16,0.15,20.0,1.18,1.47,3.5,4.76,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.1,0.15,20.0,0.86,1.49,3.3,4.12,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Bungoma,0.5695,34.5584,Tomato,7.29,0.08,24.4,0.38,1.02,15.3,2.46,Manure / Compost,"The soil reaction (pH) is alkaline for 
Tomatoes cultivation. Nitrogen and zinc are deficient. Soil organic matter content is low. Tomato: At land preparation apply 4 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At the start of flowering apply 100 kg/acre of ammonium sulphate (AS). At early fruiting stage top dress with 50 kg/acre of AS."
Uasin Gishu,0.5143,35.2697,Maize,4.92,0.17,15.0,0.86,1.65,3.3,5.53,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil zinc and organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,4.99,0.16,25.0,0.9,1.6,3.5,4.35,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.2,0.18,20.0,1.08,1.78,3.9,4.61,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
Uasin Gishu,0.5143,35.2697,Maize,5.02,0.17,20.0,1.12,1.7,4.1,4.64,NPK 23:23:0,"The soil pH is acidic for crops' growth. Acidifying fertilizer like DAP should be avoided. Nitrogen and phosphorus are deficient. Soil organic matter should be improved. 
Maize: During land preparation apply 2 tons/acre of well decomposed manure or compost. At planting time apply 100 kg/acre of compound fertilizer N:P:K 23:23:0. When maize is about a knee high, top dress with 60 kg/acre of calcium ammonium nitrate (CAN). "
