county,crop,soil_pH,nitrogen,organic_carbon,phosphorus,potassium,fertilizer_Recommendation,target_fertilizer
Bungoma,Onion,4.72,0.22,2.5,22.0,0.3,"The soil reaction (pH) is acidic for crops' growth. Phosphorus and calcium are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 300 kg/acre of agricultural lime one month before planting. At land preparation apply 2 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Onion: At planting time apply along the ridges 100 kg/acre of N:P:K 23:23:0. One month after planting top dress with 50 kg/acre of CAN. 
Maize: At planting time apply 100 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering.  
Melons: At planting time apply 100 kg/acre of N:P:K 23:23:0. After thinning top dress with 60 kg/acre of CAN followed by 120 kg/acre of CAN prior to flowering.",NPK 23:23:0
Trans Nzoia,Avocado,6.02,0.21,2.42,74.0,1.0,"The soil reaction (pH) is satisfactory for crops' growth. Soil organic matter content should be improved. 
Avocado: Avocados grow best with a soil pH of 5-7. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Coffee: The optimal soil pH level is between 4.9–5.6. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. 
Onion: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. One month after planting top dress with 60 kg/acre of CAN. ",CAN
Trans Nzoia,Avocado,5.07,0.21,2.36,58.0,1.0,"The soil reaction (pH) is acidic for 
Onions' growth. Soil organic matter content should be improved. 
Avocado: Avocados grow best with a soil pH of 5-7. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Coffee: The optimal soil pH level is between 4.9–5.6. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Onion: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. One month after planting top dress with 60 kg/acre of CAN. ",CAN
Trans Nzoia,Avocado,4.34,0.25,2.8,28.0,0.32,"The soil reaction (pH) is acidic for crops' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content is sufficient. To raise the soil pH and calcium content apply 800 kg/acre of agricultural lime one month before planting. 
Avocado: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing zinc. 
Coffee: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of TSP and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Spray growing trees with a foliar feed containing zinc. 
Onion: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost. Also apply 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply along the drill line 75 kg/acre of TSP. One month after planting top dress with 60 kg/acre of CAN. ",CAN
Trans Nzoia,Avocado,4.7,0.2,2.26,28.0,0.46,"Both fields have similar soil fertility status. The soil reaction (pH) is acidic for crops' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 500 kg/acre of agricultural lime one month before planting. 
Avocado: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of TSP and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing zinc. 
Coffee: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of TSP and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Spray growing trees with a foliar feed containing zinc. 
Onion: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply along the drill line 75 kg/acre of TSP. One month after planting top dress with 60 kg/acre of CAN. ",CAN
Trans Nzoia,Avocado,4.64,0.22,2.5,23.0,0.38,"Both fields have similar soil fertility status. The soil reaction (pH) is acidic for crops' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 500 kg/acre of agricultural lime one month before planting. 
Avocado: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of TSP and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing zinc. 
Coffee: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of TSP and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Spray growing trees with a foliar feed containing zinc. 
Onion: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply along the drill line 75 kg/acre of TSP. One month after planting top dress with 60 kg/acre of CAN. ",CAN
Trans Nzoia,Avocado,4.78,0.23,2.64,36.0,0.2,"The soil reaction (pH) is acidic for crops' growth. Potassium and calcium are deficient. Soil organic matter content should be improved. To raise the soil pH and calcium content apply 500 kg/acre of agricultural lime one month before planting. 
Avocado: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of N:P:K 17:17:17 and top soil per planting hole. Top dress with 100 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. 
Coffee: At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 50 gm of N:P:K 17:17:17 and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. 
Onion: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost. Mix well with the soil. At planting time apply along the drill line 75 kg/acre of N:P:K 17:17:17. One month after planting top dress with 60 kg/acre of CAN. ",NPK 17:17:17
Uasin Gishu,Asian Vegetables,4.62,0.34,3.71,38.0,1.42,"The soil reaction (pH) is acidic for crops' growth. Calcium is deficient. Soil organic matter content is sufficient. To raise the soil pH and calcium content apply 500 kg/acre of agricultural lime one month before planting. To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost. Mix well with the soil. 
Asian vegetables: At planting time apply 80 kg/acre of N:P:K 23:23:0. Top dress with CAN in 2 equal split applications. The first top dress should be done 3-4 weeks after planting at 30 kg/acre and the second application 3-4 weeks later at the same rate. African vegetables: Prior to sowing apply 80 kg/acre of N:P:K 23:23:0. Top dress with 50 kg/acre of CAN when plants have started growing well after transplanting. After the flowering stage the plants should be tipped-off to encourage branching for higher leaf yields.",NPK 23:23:0
Uasin Gishu,Avocado,5.3,0.29,3.28,25.0,1.48,"The soil reaction (pH) is acidic for crops' growth. Phosphorus and zinc are deficient. Soil organic matter content is sufficient. 
Avocado: The optimum soil pH is 5.5-6.5. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Top dress with 50 gm per tree of CAN in 2 equal split applications 1-2 weeks after the onset of each long and short rains. Spray growing trees with a foliar feed containing zinc. 
Cabbage: At planting time apply 80 kg/acre of TSP. Top dress with 50 kg/acre of CAN when seedlings are established and a second top dressing at the rate of 100 kg/acre when leaves start to fold. Spray growing plants with a foliar feed containing zinc.",CAN
Trans Nzoia,Coffee,5.26,0.23,2.62,15.0,0.6,"The soil reaction (pH) is satisfactory for 
Coffee trees' growth, but acidic for other crops. Phosphorus and zinc are deficient. Soil organic matter content should be improved. Coffee: The optimal pH level is between 4.9–5.6. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Spray growing trees with a foliar feed containing zinc. 
Maize: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 100 kg/acre of TSP. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Vegetables: At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 100 kg/acre of TSP. Top dress with 60 kg/acre of CAN when plants are 20-25 cm high followed by 60 kg/acre of CAN 3-4 weeks later. ",CAN
Trans Nzoia,Coffee,4.75,0.25,2.8,14.0,0.52,"The soil reaction (pH) is acidic for crops' growth. Phosphorus, calcium and zinc are deficient. Soil organic matter content is sufficient. To raise the soil pH and calcium content apply 800 kg/acre of agricultural lime one month before planting. 
Coffee: The optimal pH level is between 4.9–5.6. At transplanting time apply 10 kg of well decomposed manure or compost mixed well with 100 gm of triple superphosphate (TSP) and top soil per planting hole. Apply 100 gm/tree of CAN in 3-4 equal applications per year. Spray growing trees with a foliar feed containing zinc. 
Beans: To maintain adequate level of organic matter at land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost. Also apply 5 kg/acre of zinc sulphate. Mix well with the soil. Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of TSP. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Vegetables: At land preparation apply through broadcasting 1 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. At planting time apply 100 kg/acre of TSP. Top dress with 50 kg/acre of CAN when plants are 20-25 cm high followed by 50 kg/acre of CAN 3-4 weeks later. ",CAN
Trans Nzoia,Maize,5.21,0.21,2.4,21.0,0.34,"The soil reaction (pH) is acidic for crops' growth. Phosphorus and zinc are deficient. Soil organic matter content should be improved. At land preparation apply through broadcasting 2 ton/acre of well decomposed manure or compost and 5 kg/acre of zinc sulphate. Mix well with the soil. 
Maize: At planting time apply 120 kg/acre of N:P:K 23:23:0. Top dress with 60 kg/acre of CAN in two equal split applications at knee high and when plants are flowering. 
Beans: Before sowing apply by incorporation into the soil along the ridges 100 kg/acre of N:P:K 23:23:0. Plant Rhizobia inoculated seeds to encourage nitrogen fixation. 
Tomato: At planting time apply 120 kg/acre of N:P:K 23:23:0. At the start of flowering apply 100 kg/acre of CAN. At early fruiting stage top dress with 50 kg/acre of CAN. ",NPK 23:23:0
